CarName,CarYear,CarModel,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
Toyota Land Cruiser Prado,2021,2.7 AT Стандарт,2.7,163,бензин,АКПП,4WD,0,5216480,,0,0,0,0,0
Toyota Hilux,2021,2.4D MT Комфорт,2.4,150,дизель,механика,4WD,0,4806500,,0,0,0,0,0
Toyota Land Cruiser Prado,2022,,2.8,200,дизель,АКПП,4WD,0,8065000,,0,0,0,0,0
Toyota Highlander,2022,,3.5,249,бензин,АКПП,4WD,0,6220000,,0,0,0,0,0
Mercedes-Benz G-Class,2012,G 63 AMG,G 6,544,бензин,АКПП,4WD,54,6850000,,0,0,1,0,0
Infiniti QX80,2018,5.6 AT Luxe Sensory (8-местный),5.6,405,бензин,АКПП,4WD,19,7150000,,0,0,1,0,0
Toyota Highlander,2011,3.5 AT Luxe (7 мест),3.5,273,бензин,АКПП,4WD,174,1799000,,0,0,1,0,0
Toyota Harrier,1998,3.0 G package FOUR,3.0,220,бензин,АКПП,4WD,332,690000,,0,0,1,0,0
Honda Accord,2008,2.0 Euro R,2.0,220,бензин,механика,передний,174,1300000,,1,0,0,0,0
Mazda Capella,2001,1.8 Li,1.8,125,бензин,АКПП,передний,440,275000,,0,0,1,0,0
Toyota Vellfire,2018,Hybrid 2.5 ZR G Edition 4WD,Hyb,152,гибрид,вариатор,4WD,24,4190000,,0,0,1,0,0
Subaru Forester,1998,2.0 S/20 limited,2.0,137,бензин,АКПП,4WD,190,400000,,0,0,1,0,0
Hyundai Santa Fe,2019,2.2 R VGT 4WD AT Exclusive 5 seats,2.2,202,дизель,АКПП,4WD,1,2770000,,0,1,0,0,0
Lexus RX300,2022,2.0t AT AWD Premium,2.0,238,бензин,АКПП,4WD,0,6980000,,0,0,0,0,0
Lexus RX300,2022,2.0t AT AWD Premium,2.0,238,бензин,АКПП,4WD,0,7320000,,0,0,0,0,0
Lexus RX300,2022,2.0t AT AWD Premium,2.0,238,бензин,АКПП,4WD,0,6980000,,0,0,0,0,0
Hyundai Tucson,2007,,2.0,142,бензин,механика,4WD,200,280000,,0,0,0,0,0
Toyota Camry,2008,3.5 AT Luxe,3.5,277,бензин,АКПП,передний,245,748000,,0,1,0,0,0
Mercedes-Benz C-Class,2006,C230 AT Avantgarde,C23,204,бензин,АКПП,задний,190,678000,,0,0,1,0,0
Mercedes-Benz C-Class,1996,C180 MT Esprit,C18,122,бензин,механика,задний,150,167000,,0,0,0,0,0
Toyota ist,2003,1.3 F,1.3,87 ,бензин,АКПП,передний,252,465000,,0,0,1,0,0
Toyota Camry,1992,1.8 Lumiere,1.8,125,бензин,АКПП,передний,292,185000,,0,0,0,1,0
Honda Inspire,1998,2.5 25V Navi,2.5,200,бензин,АКПП,передний,400,365000,,0,0,0,0,0
Subaru Legacy B4,1999,,2.0,115,бензин,механика,4WD,300,260000,,0,0,0,0,0
Nissan Patrol,2012,,5.6,405,бензин,АКПП,4WD,116,2790000,,1,0,0,0,0
Honda Stream,2001,,1.7,130,бензин,АКПП,передний,468,440000,,0,0,1,0,0
Land Rover Discovery,2011,3.0 TD AT HSE,3.0,245,дизель,АКПП,4WD,200,1500000,,0,1,0,0,0
Hyundai Tucson,2022,,2.0,186,дизель,АКПП,4WD,0,2990000,2940000.0,0,0,0,0,1
Hyundai Santa Fe,2007,2.7 AT GLS 02E,2.7,189,бензин,АКПП,4WD,315,950000,,0,0,1,0,0
Toyota Corolla Runx,2002,1.5 X,1.5,109,бензин,АКПП,передний,219,435000,,0,0,1,0,0
Haval Jolion,2023,1.5 DCT 4WD Premium,1.5,150,бензин,робот,4WD,0,2389000,,0,0,0,0,0
Haval H9,2022,2.0 AT Premium,2.0,218,бензин,АКПП,4WD,0,4299000,3999000.0,0,0,0,0,1
Haval Jolion,2023,1.5 DCT 4WD Premium,1.5,150,бензин,робот,4WD,0,2389000,2339000.0,0,0,0,0,1
Haval Dargo,2022,2.0 GDIT DCT AWD Tech Plus,2.0,192,бензин,робот,4WD,0,3279000,3229000.0,0,0,0,0,1
Haval Dargo,2022,2.0 GDIT DCT AWD Tech Plus,2.0,192,бензин,робот,4WD,0,3279000,3229000.0,0,0,0,0,1
Haval F7x,2022,2.0 4WD SAT Tech Plus,2.0,190,бензин,робот,4WD,0,3099000,3094000.0,0,0,0,0,1
Haval F7,2022,1.5 SAT Elite,1.5,150,бензин,робот,передний,0,2279000,2179000.0,0,0,0,0,1
Haval F7,2023,,1.5,150,бензин,робот,4WD,0,2679000,2629000.0,0,0,0,0,1
Toyota Camry Gracia,1999,2.2,2.2,140,бензин,АКПП,передний,228,485000,,1,0,0,0,0
Haval Jolion,2022,1.5 DCT 4WD Elite,1.5,150,бензин,робот,4WD,0,2169000,2119000.0,0,0,0,0,1
Chery Tiggo 7 Pro Max,2022,1.5 CVT Ultimate,1.5,147,бензин,вариатор,передний,0,2504900,,0,0,0,0,0
Chery Tiggo 4 Pro,2023,1.5PT CVT Style,1.5,147,бензин,вариатор,передний,0,2099000,,0,0,0,0,0
Chery Tiggo 8,2023,1.5 DCT Prestige,1.5,147,бензин,робот,передний,0,2329900,,0,0,0,0,0
Chery Tiggo 8 Pro Max,2023,2.0T DCT AWD Ultimate,2.0,197,бензин,робот,4WD,0,3325000,,0,0,0,0,0
Chery Tiggo 7 Pro Max,2022,1.5 CVT Ultimate,1.5,147,бензин,вариатор,передний,0,2504900,,0,0,0,0,0
Chery Tiggo 8,2022,1.5 DCT Prestige,1.5,147,бензин,робот,передний,0,2329900,,0,0,0,0,0
Chery Tiggo 7 Pro,2022,1.5 CVT Prestige,1.5,147,бензин,вариатор,передний,0,2254900,,0,0,0,0,0
Toyota Corolla,1998,,1.3,85 ,бензин,АКПП,передний,275,255000,,0,0,0,1,0
Volkswagen Touareg,2011,,3.6,280,бензин,АКПП,4WD,220,1450000,,0,1,0,0,0
Mercedes-Benz E-Class,2011,,1.8,184,бензин,АКПП,задний,125,1220000,,0,1,0,0,0
Land Rover Range Rover Evoque,2013,,2.2,150,дизель,АКПП,4WD,190,1450000,,0,1,0,0,0
Audi Q5,2014,,3.0,272,бензин,АКПП,4WD,140,1370000,,0,0,0,0,0
Porsche Cayenne,2011,,4.8,400,бензин,АКПП,4WD,158,1720000,,0,0,0,0,0
Audi Q5,2014,,3.0,272,бензин,АКПП,4WD,140,1370000,,0,0,0,0,0
Porsche Cayenne,2011,,4.8,400,бензин,АКПП,4WD,158,1720000,,0,0,0,0,0
Honda Civic,2008,,1.8,140,бензин,автомат,передний,250,525000,,0,1,0,0,0
Лада Гранта,2019,,1.6,106,бензин,робот,передний,8,770000,,0,0,1,0,0
Hyundai Kona,2018,,1.6,177,бензин,робот,4WD,29,1970000,,0,0,1,0,0
Mitsubishi Outlander,2018,,2.0,146,бензин,вариатор,4WD,90,1910000,,0,0,1,0,0
Kia Rio,2010,,1.4,95 ,бензин,механика,передний,115,476000,,0,1,0,0,0
Hyundai Santa Fe,2013,,2.4,175,бензин,АКПП,4WD,145,1470000,,0,0,1,0,0
Renault Kaptur,2017,,2.0,143,бензин,АКПП,4WD,62,1400000,,0,0,1,0,0
Hyundai Tucson,2015,,1.6,177,бензин,робот,4WD,111,1660000,,0,0,1,0,0
Honda Civic,2009,,1.3,95 ,гибрид,вариатор,передний,150,681000,,0,0,1,0,0
Лада 4x4 2121 Нива,2020,,1.7,83 ,бензин,механика,4WD,40,720000,,0,0,1,0,0
Kia Sportage,2014,,2.0,150,бензин,АКПП,4WD,180,1270000,,0,0,1,0,0
Hyundai ix35,2012,,2.0,150,бензин,механика,передний,140,990000,,0,0,1,0,0
Ford Focus,2018,,1.6,105,бензин,механика,передний,52,920000,,0,1,0,0,0
Mazda CX-5,2020,,2.5,194,бензин,АКПП,4WD,59,2930000,,0,0,1,0,0
Land Rover Freelander,2012,,2.2,190,дизель,АКПП,4WD,190,1230000,,0,1,0,0,0
Volkswagen Jetta,2020,,1.6,110,бензин,АКПП,передний,15,1840000,,0,0,1,0,0
Chevrolet Spark,2016,,1.0,75 ,бензин,автомат,передний,55,880000,,0,0,0,0,0
Kia Optima,2017,,2.4,188,бензин,АКПП,передний,126,1420000,,0,1,0,0,0
Kia Optima,2017,,2.4,188,бензин,АКПП,передний,126,1420000,,0,1,0,0,0
Ford Kuga,2014,,2.0,140,дизель,робот,4WD,132,1200000,,0,0,1,0,0
Peugeot 408,2013,1.6 AT Active,1.6,120,бензин,АКПП,передний,184,510000,,0,0,1,0,0
Mazda Mazda6,2018,,2.0,150,бензин,АКПП,передний,42,1870000,,0,0,1,0,0
Volkswagen Passat,2016,1.8 TSI Tiptronic,1.8,170,бензин,АКПП,передний,99,1350000,,0,1,0,0,0
Renault Arkana,2021,,1.3,150,бензин,автомат,передний,6,1860000,,0,0,1,0,0
Kia Rio,2010,,1.4,95 ,бензин,механика,передний,240,430000,,0,1,0,0,0
Audi A6,2012,,3.0,245,дизель,робот,4WD,172,1490000,,0,0,1,0,0
Nissan Murano,2020,,3.5,249,бензин,вариатор,4WD,46,3450000,,0,0,1,0,0
Mitsubishi Pajero Sport,2010,,2.5,178,дизель,АКПП,4WD,278,1310000,,0,0,1,0,0
Lexus RX330,2005,3.3 AT 4WD,3.3,230,бензин,АКПП,4WD,201,950000,,0,0,0,0,0
Hyundai Tucson,2022,,2.0,186,дизель,АКПП,4WD,0,3340000,3290000.0,0,0,0,0,1
Toyota Sprinter,1999,1.3 XE Vintage,1.3,85 ,бензин,АКПП,передний,200,175000,,0,1,0,0,0
Toyota Venza,2013,2.7 AT 4WD Престиж,2.7,185,бензин,АКПП,4WD,248,2099000,,0,0,1,0,0
Toyota RAV4,2007,2.0 AT Sol,2.0,152,бензин,АКПП,4WD,158,1230000,,1,0,0,0,0
Honda Stepwgn,2016,1.5 Spada Advanced Package Alpha 4WD 8 seater,1.5,150,бензин,вариатор,4WD,145,1910000,,0,0,1,0,0
Haval Jolion,2023,1.5 DCT 4WD Premium,1.5,150,бензин,робот,4WD,0,2549000,2299000.0,0,0,0,0,1
Haval F7x,2023,1.5 SAT Comfort,1.5,150,бензин,робот,передний,0,2399000,2149000.0,0,0,0,0,1
Haval F7,2023,,1.5,150,бензин,робот,передний,0,2599000,2349000.0,0,0,0,0,1
Haval Dargo,2023,2.0 GDIT DCT AWD Premium,2.0,192,бензин,робот,4WD,0,3399000,3149000.0,0,0,0,0,1
Lexus NX300,2017,2.0 AT AWD Exclusive 2 Safety,2.0,238,бензин,АКПП,4WD,38,3250000,,0,0,1,0,0
Toyota Camry,2012,2.5 6AT Elegance Plus,2.5,181,бензин,АКПП,передний,244,1420000,,0,0,1,0,0
Лада Приора,2015,,1.6,106,бензин,механика,передний,175,490000,,0,0,1,0,0
Porsche Cayenne,2010,,3.0,240,дизель,АКПП,4WD,137,2490000,,0,0,0,0,0
Mitsubishi Xpander,2022,1.5 MIVEC AT 2WD Cross,1.5,105,бензин,АКПП,передний,0,2350000,,0,0,0,0,0
Audi A4,2012,,1.8,170,бензин,вариатор,передний,107,1090000,,0,0,1,0,0
Toyota Land Cruiser,2012,4.5 TD AT Люкс,4.5,232,дизель,АКПП,4WD,285,2700000,,0,1,0,0,0
Mercedes-Benz E-Class,1996,E 230 АТ Elegance,E 2,150,бензин,АКПП,задний,339,350000,,0,0,0,0,0
Honda Odyssey,2002,3.0 Absolute,3.0,210,бензин,АКПП,передний,207,540000,,0,0,1,0,0
EXEED TXL,2021,1.6 DCT AWD Luxury,1.6,186,бензин,робот,4WD,19,3099000,,0,0,1,0,0
Toyota Wish,2010,1.8 X,1.8,144,бензин,вариатор,передний,112,1150000,,0,0,1,0,0
УАЗ Пикап,2023,2.7 MT Base ИКАР Евро-5,2.7,150,бензин,механика,4WD,0,1570000,,0,0,0,0,0
Honda Stepwgn,2015,1.5 G EX,1.5,150,бензин,вариатор,передний,1,1517000,,0,1,0,0,0
BMW 4-Series,2019,420d AT,420,190,дизель,АКПП,задний,59,3570000,,0,0,1,0,0
Mercedes-Benz GLE,2020,GLE 450 4MATIC Sport Plus,GLE,367,гибрид,АКПП,4WD,50,8050000,,0,0,1,0,0
BMW X4,2017,xDrive 20i AT M Sport,xDr,184,бензин,АКПП,4WD,78,2849000,,0,0,1,0,0
Лада Гранта,2017,1.6 MT Стандарт,1.6,87 ,бензин,механика,передний,28,520000,,0,0,1,0,0
Subaru Outback,2018,2.5i-S CVT ZN Premium,2.5,175,бензин,вариатор,4WD,75,2150000,,0,0,1,0,0
Toyota Corolla Fielder,2012,1.5 G Aero Tourer 4WD,1.5,103,бензин,вариатор,4WD,161,1065000,,1,0,0,0,0
Volkswagen Touareg,2015,3.6 FSI,3.6,249,бензин,АКПП,4WD,135,3100000,,0,0,1,0,0
Hyundai ix35,2012,2.0 AT 4WD Comfort+Navi,2.0,150,бензин,АКПП,4WD,137,1280000,,0,0,1,0,0
BMW X5,2007,xDrive 30i AT,xDr,264,бензин,АКПП,4WD,165,1555000,,0,0,1,0,0
BMW 5-Series,2011,,2.0,184,бензин,АКПП,задний,165,1445000,,0,0,1,0,0
BMW 5-Series,2020,520d AT xDrive M Sport Pure,520,195,дизель,АКПП,4WD,22,4490000,,0,0,1,0,0
Lexus GX460,2016,,4.6,296,бензин,АКПП,4WD,87,4350000,,0,0,1,0,0
Ford Mondeo,2015,2.5 AT Titanium,2.5,149,бензин,АКПП,передний,51,1565000,,0,0,1,0,0
Lexus NX200,2016,2.0 CVT AWD Sport,2.0,150,бензин,вариатор,4WD,143,2850000,,0,0,1,0,0
Lexus GX460,2009,4.6 AT Premium,4.6,301,бензин,АКПП,4WD,165,2715000,,0,0,1,0,0
Lexus LX570,2017,5.7 AT Superior,5.7,367,бензин,АКПП,4WD,79,7899000,,0,0,1,0,0
Toyota Vellfire,2008,3.5 V 4WD (7 Seater),3.5,280,бензин,АКПП,4WD,180,1680000,,0,0,1,0,0
Toyota Fortuner,2022,2.7 AT EXR/GX2,2.7,164,бензин,АКПП,4WD,1,3790000,,0,1,0,0,0
Li L9,2023,1.5 SSR Li L9 Max,1.5,154,гибрид,АКПП,4WD,0,8900000,,0,0,0,0,0
Volkswagen Touareg,2013,3.6 FSI Tiptronic Exclusive,3.6,249,бензин,АКПП,4WD,170,2350000,,0,0,1,0,0
Honda Fit,2019,1.5 Hybrid S Honda Sensing,1.5,110,гибрид,робот,передний,35,1269000,,0,0,1,0,0
Toyota C-HR,2020,Hybrid 1.8 S GR Sport,Hyb,98 ,гибрид,вариатор,передний,55,2349000,,0,0,1,0,0
Mercedes-Benz C-Class,2014,C 250 Sport,C 2,211,бензин,АКПП,задний,70,2500000,,0,0,0,0,0
УАЗ Патриот,2022,2.7 MT Base ИКАР,2.7,150,бензин,механика,4WD,0,1545000,,0,0,0,0,0
Geely Tugella FY11,2021,,2.0,238,бензин,АКПП,4WD,1,3500000,,0,0,1,0,0
Lexus NX200,2020,2.0 CVT AWD Black Vision,2.0,150,бензин,вариатор,4WD,52,4200000,,0,0,1,0,0
Lexus LX570,2018,5.7 AT Superior,5.7,367,бензин,АКПП,4WD,84,9250000,,0,0,1,0,0
Lexus ES200,2021,2.0 AT Comfort,2.0,150,бензин,АКПП,передний,26,4500000,,0,0,0,0,0
Toyota Wish,2012,,1.8,130,бензин,вариатор,4WD,159,1125000,,0,0,1,0,0
Subaru Forester,2015,2.0 CVT VF,2.0,150,бензин,вариатор,4WD,167,1450000,,0,0,1,0,0
Audi Q7,2018,3.0 45 TDI quattro tiptronic Business,3.0,249,дизель,АКПП,4WD,93,4950000,,0,0,1,0,0
Honda Fit,2014,1.5 Hybrid L Package,1.5,110,гибрид,робот,передний,136,909000,,0,0,1,0,0
Mercedes-Benz M-Class,2006,ML 320 CDI AT 4MATIC,ML ,224,дизель,АКПП,4WD,174,1300000,,1,0,0,0,0
Toyota Auris,2008,1.6 MultiMode Престиж,1.6,124,бензин,робот,передний,1,685000,,0,0,1,0,0
Dongfeng 580,2021,1.8 MT Comfort,1.8,132,бензин,механика,передний,0,1929000,1829000.0,0,0,0,0,1
Dongfeng DF6,2022,2.3 MT Premium,2.3,163,дизель,механика,4WD,0,3200000,3100000.0,0,0,0,0,1
Mercedes-Benz S-Class,2021,,3.0,367,бензин,АКПП,4WD,3,18200000,,1,0,0,0,0
Renault Logan,2012,,1.4,75 ,бензин,механика,передний,"155,бежевый",350000,,0,0,1,0,0
Honda HR-V,2001,1.6 J Player,1.6,105,бензин,вариатор,передний,173,410000,,0,0,1,0,0
Toyota Cresta,1995,2.0 Super Lucent,2.0,135,бензин,АКПП,задний,362,130000,,0,0,0,0,0
Subaru Forester,1998,2.0 MT,2.0,125,бензин,механика,4WD,394,265000,,0,0,0,0,0
Toyota Tank,2018,,1.0,69 ,бензин,вариатор,передний,91,1100000,,1,0,0,0,0
Toyota Allex,2003,,1.5,109,бензин,АКПП,передний,330,550000,,0,0,1,0,0
Nissan Liberty,2002,,2.0,147,бензин,вариатор,передний,381,345000,,0,0,1,0,0
Mitsubishi Pajero,2007,3.0 AT Intense,3.0,178,бензин,АКПП,4WD,178,1299000,,0,0,1,0,0
Honda Fit,2004,1.3W,1.3,86 ,бензин,вариатор,передний,344,395000,,0,0,1,0,0
Toyota Esquire,2014,2.0 Gi 4WD (7 Seater),2.0,152,бензин,вариатор,4WD,90,1710000,,0,0,1,0,0
Nissan Primera,2001,2.5 25X,2.5,170,бензин,вариатор,передний,267,290000,,0,0,1,0,0
Toyota Carina,1992,1.8 SE,1.8,125,бензин,АКПП,передний,170,178000,,0,0,0,0,0
Honda N-WGN,2018,660 G,660,58 ,бензин,вариатор,передний,16,697000,,0,0,1,0,0
Mazda Familia,2000,1.3 ES,1.3,85 ,бензин,АКПП,передний,350,215000,,1,0,0,0,0
Kia Rio,2012,1.6 AT Luxe,1.6,123,бензин,АКПП,передний,170,700000,,0,0,1,0,0
Toyota Harrier,1998,3.0 S package FOUR,3.0,220,бензин,АКПП,4WD,350,625000,,0,0,1,0,0
Nissan X-Trail,2019,2.0 20X 5-seat,2.0,147,бензин,вариатор,передний,50,1830000,,0,1,0,0,0
Mercedes-Benz S-Class,2003,S 500 AT 4MATIC,S 5,306,бензин,АКПП,4WD,1,550000,,0,1,0,0,0
Honda Civic,1999,1.4i S MT,1.4,90 ,бензин,механика,передний,200,190000,,0,0,0,0,0
Honda Fit,2005,,1.3,86 ,бензин,вариатор,передний,334,330000,,0,0,0,1,0
Toyota Succeed,2010,,1.5,105,бензин,АКПП,4WD,283,510000,,0,0,1,0,0
Kia Rio,2019,,1.6,123,бензин,механика,передний,79,1110000,,0,1,0,0,0
ГАЗ 31105 Волга,2007,2.4 MT,2.4,137,бензин,механика,задний,262,120000,,0,0,0,0,0
Honda Vezel,2017,1.5 RS Honda Sensing,1.5,131,бензин,вариатор,передний,51,1860000,,0,0,1,0,0
Hyundai Santa Fe,2021,,2.5,180,бензин,АКПП,4WD,0,4440000,4390000.0,0,0,0,0,1
EXEED TXL,2023,2.0 TGDI DCT AWD Sport Edition,2.0,197,бензин,робот,4WD,0,3659900,,0,0,0,0,0
EXEED TXL,2023,2.0 TGDI DCT AWD Sport Edition,2.0,197,бензин,робот,4WD,0,3638900,,0,0,0,0,0
EXEED VX,2023,,2.0,249,бензин,робот,4WD,0,4279900,,0,0,0,0,0
EXEED VX,2023,,2.0,249,бензин,робот,4WD,0,4649900,,0,0,0,0,0
Honda Saber,1999,,2.5,200,бензин,АКПП,передний,280,355000,,1,0,0,0,0
Mercedes-Benz S-Class,2014,S 500 AT L 4MATIC,S 5,455,бензин,АКПП,4WD,147,3850000,,0,0,1,0,0
Nissan Almera Classic,2006,1.6 AT PE+,1.6,107,бензин,АКПП,передний,202,260000,,0,0,0,0,0
Nissan Bluebird,1998,1.8 Le grand,1.8,125,бензин,АКПП,передний,200,99000,,0,0,0,0,0
Toyota Passo,2008,,1.0,71 ,бензин,АКПП,передний,222,420000,,0,0,1,0,0
Suzuki Spacia,2013,660 Custom TS,660,64 ,бензин,вариатор,передний,110,570000,,0,0,1,0,0
Volkswagen Polo,2016,1.6 MPI AT Allstar,1.6,110,бензин,АКПП,передний,49,1250000,,1,0,0,0,0
Honda Torneo,1999,2.0 SiR,2.0,180,бензин,АКПП,передний,291,490000,,1,0,0,0,0
Mazda Mazda6,2018,2.5 AT Supreme Plus,2.5,194,бензин,АКПП,передний,80,2099000,,0,0,1,0,0
Daewoo Nexia,2011,,1.6,109,бензин,механика,передний,90,240000,,1,0,0,0,0
Volkswagen Polo,2020,1.6 MPI AT Respect,1.6,110,бензин,АКПП,передний,62,1400000,,0,0,1,0,0
Honda Civic,2006,,1.8,140,бензин,робот,передний,250,455000,,0,1,0,0,0
Toyota Highlander,2021,3.5 AT Люкс Safety,3.5,249,бензин,АКПП,4WD,24,6550000,,0,0,1,0,0
Toyota Corona,1994,2.0D EX saloon,2.0,73 ,дизель,механика,4WD,330,135000,,0,0,0,0,0
Chevrolet Lacetti,2008,,1.4,95 ,бензин,механика,передний,170,365000,,0,0,1,0,0
Toyota Land Cruiser,2015,4.5 TD AT Люкс (5 мест),4.5,249,дизель,АКПП,4WD,185,4900000,,0,0,1,0,0
Лада 2115 Самара,2007,1.5i MT Базовая,1.5,76 ,бензин,механика,передний,1,98000,,0,0,0,0,0
Mitsubishi Pajero,2005,3.5 GDI AT GLS S6D,3.5,202,бензин,АКПП,4WD,300,640000,,0,0,0,0,0
Лада 2114 Самара,2010,1.6 MT 21144-20-010,1.6,80 ,бензин,механика,передний,99,155000,,0,1,0,0,0
Toyota Corolla,1999,1.5 XE saloon,1.5,100,бензин,АКПП,передний,5,230000,,0,0,1,0,0
Toyota Allion,2003,,1.8,136,бензин,автомат,4WD,222,590000,,0,0,1,0,0
Mercedes-Benz S-Class,2015,AMG S 63 4MATIC L,AMG,585,бензин,робот,4WD,39,5999999,,0,0,1,0,0
Kia Spectra,2006,1.6 MT Комфорт,1.6,101,бензин,механика,передний,281,210000,,0,1,0,0,0
Subaru Legacy,2002,2.0 touring wagon TX,2.0,137,бензин,АКПП,4WD,264,405000,,0,0,1,0,0
Mitsubishi Outlander,2007,,2.4,170,бензин,вариатор,4WD,270,870000,,0,0,1,0,0
Nissan Teana,2004,2.3 230JK,2.3,173,бензин,АКПП,передний,202,560000,,0,0,1,0,0
Лада 2114 Самара,2009,,1.6,81 ,бензин,механика,передний,245,207000,,1,0,0,0,0
Subaru Forester,2001,,2.0,137,бензин,механика,4WD,219,430000,,0,0,1,0,0
Toyota Premio,2011,1.5 F L package Prime Green selection,1.5,110,бензин,вариатор,передний,30,1185000,,0,0,1,0,0
Subaru Impreza,2017,Sport 1.6 i-L EyeSight 4WD,Spo,115,бензин,вариатор,4WD,101,1285000,,0,0,1,0,0
Лада 2114 Самара,2005,1.5 MT Базовая,1.5,77 ,бензин,механика,передний,20,125000,,0,0,1,0,0
Toyota Corona,1989,,1.5,98 ,бензин,автомат,передний,350,83000,,0,0,0,0,0
Toyota Prius Alpha,2016,1.8 S tune BLACK II 5 seater,1.8,99 ,гибрид,вариатор,передний,117,1520000,,0,0,1,0,0
Subaru Outback,2021,2.5i CVT Premium ES,2.5,188,бензин,вариатор,4WD,19,3100000,,0,0,0,0,0
Nissan Terrano,1990,,2.7,100,дизель,механика,4WD,473,330000,,0,0,1,0,0
Toyota Ipsum,1997,,2.0,135,бензин,АКПП,4WD,1,400000,,0,0,1,0,0
Mazda Demio,1999,,1.3,83 ,бензин,АКПП,передний,425,125000,,0,1,0,0,0
Volkswagen Polo,2018,1.6 MPI MT Drive,1.6,110,бензин,механика,передний,51,1000000,,0,0,0,1,0
Renault Megane,2008,,1.6,113,бензин,АКПП,передний,1,325000,,0,1,0,0,0
Honda Jade,2016,1.5 RS,1.5,150,бензин,вариатор,передний,73,1500000,,0,0,1,0,0
Volkswagen Tiguan,2018,,2.0,220,бензин,робот,4WD,49,2900000,,0,0,1,0,0
Kia Sorento,2011,2.5 CRDi,2.5,анс,дизель,АКПП,4WD,201,1000000,,0,0,0,0,0
Лада 2114 Самара,2003,1.5 MT Базовая,1.5,77 ,бензин,механика,передний,889,90000,,0,1,0,0,0
Honda Shuttle,2017,1.5 Hybrid X Honda Sensing 4WD,1.5,110,гибрид,робот,4WD,95,1130000,,0,0,1,0,0
Toyota Avalon,2022,,2.5,209,бензин,автомат,передний,0,4680000,,0,0,0,0,0
Lexus LX570,2015,,5.7,367,бензин,АКПП,4WD,93,5300000,,0,0,1,0,0
Audi A6 allroad quattro,2001,2.7T Tiptronic quattro,2.7,250,бензин,АКПП,4WD,250,400000,,0,0,0,0,0
Nissan Teana,2006,2.3 AT Premium,2.3,173,бензин,АКПП,передний,278,565000,,0,0,1,0,0
Toyota Sprinter,1994,1.5 DX,1.5,105,бензин,АКПП,передний,320,144000,,0,0,1,0,0
Toyota RAV4,2022,2.0 CVT Fashion Plus,2.0,169,бензин,вариатор,4WD,0,3880000,,0,0,0,0,0
Toyota Avalon,2022,,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
Toyota Land Cruiser,2022,3.4 AT 70th Anniversary,3.4,415,бензин,АКПП,4WD,0,12700000,,0,0,0,0,0
Cadillac Escalade,2022,,6.2,416,бензин,АКПП,4WD,0,18500000,,0,0,0,0,0
Suzuki Grand Vitara,2012,2.0 MT JLX-A,2.0,140,бензин,механика,4WD,161,890000,,0,0,0,0,0
Toyota Camry,2013,2.5 6AT Elegance Plus,2.5,181,бензин,АКПП,передний,177,1350000,,0,0,1,0,0
Toyota Nadia,1999,2.0 type SU,2.0,135,бензин,АКПП,передний,299,570000,,0,0,0,0,0
Lexus GX460,2011,4.6 AT Premium,4.6,301,бензин,АКПП,4WD,1,3100000,,0,0,1,0,0
Toyota Corolla,1992,1.5 LX Limited,1.5,105,бензин,механика,передний,540,150000,,0,0,1,0,0
Hyundai Grandeur,2018,,3.0,250,бензин,автомат,передний,94,1999999,,0,0,0,0,0
Ford Focus,2007,,1.6,100,бензин,механика,передний,245,330000,,0,0,1,0,0
Toyota 4Runner,2010,,4.0,270,бензин,АКПП,4WD,67,3800000,,0,0,0,0,0
Toyota Passo,2014,,1.0,69 ,бензин,вариатор,передний,69,640000,,0,0,1,0,0
Toyota RAV4,2002,2.0 AT 4WD,2.0,150,бензин,АКПП,4WD,240,685000,,1,0,0,0,0
Лада Калина,2006,,1.6,81 ,бензин,механика,передний,170,80000,,0,0,0,0,0
Subaru Forester,2004,2.0 Cross Sports 2.0T,2.0,220,бензин,АКПП,4WD,304,771999,,1,0,0,0,0
УАЗ Патриот,2022,2.7 MT Комфорт,2.7,150,бензин,механика,4WD,0,1620000,,0,0,0,0,0
Toyota Land Cruiser,2022,3.3D AT 70th Anniversary,3.3,299,дизель,АКПП,4WD,0,15295000,,0,0,0,0,0
Subaru Outback,2011,2.5 CVT VA,2.5,167,бензин,вариатор,4WD,171,1279000,,1,0,0,0,0
Nissan Cube,2000,,1.3,85 ,бензин,АКПП,передний,300,235000,,1,0,0,0,0
Toyota Avensis,2010,1.8 CVT Комфорт,1.8,147,бензин,вариатор,передний,280,1090000,,1,0,0,0,0
Skoda Rapid,2022,1.6 MPI AT Ambition Hockey Edition,1.6,110,бензин,АКПП,передний,16,1780000,,0,0,1,0,0
Лада Нива Легенд,2022,,1.7,83 ,бензин,механика,4WD,13,856000,,0,0,1,0,0
Subaru XV,2012,,2.0,150,бензин,вариатор,4WD,180,1320000,,0,0,1,0,0
Toyota Land Cruiser Prado,2021,2.7 AT Стандарт,2.7,163,бензин,АКПП,4WD,1,6640000,,1,0,0,0,0
Toyota Land Cruiser Prado,2022,2.8D AT Black Onyx (5 мест),2.8,200,дизель,АКПП,4WD,0,9380000,,0,0,0,0,0
