,Mark,Model,CarModel,CarYear,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
7381,Toyota,Corolla Fielder,X 4WD,2017,1.5,103,бензин,вариатор,4WD,111,1250000,,0,0,1,0,0
7382,Hyundai,ix35,AT 4WD Comfort,2012,2.0,150,бензин,АКПП,4WD,186,1080000,,0,0,1,0,0
7383,Nissan,Datsun,AX,1997,2.4,130,бензин,механика,4WD,179,950000,,1,0,0,0,0
7384,Renault,Scenic,MT RXE,2000,1.6,107,бензин,механика,передний,177,165000,,0,0,0,1,0
7385,Toyota,Vellfire,,2010,2.4,170,бензин,вариатор,передний,123,1955000,,0,0,1,0,0
7386,Kia,Optima,,2018,2.4,188,бензин,АКПП,передний,92,1917000,,0,0,1,0,0
7387,Subaru,Levorg,,2015,1.6,170,бензин,вариатор,4WD,116,1478000,,0,0,1,0,0
7388,Nissan,Qashqai,,2011,2.0,141,бензин,вариатор,передний,123,977000,,0,0,1,0,0
7389,Honda,Stepwgn,,2010,2.0,150,бензин,вариатор,передний,180,1398000,,0,0,1,0,0
7390,Toyota,Prius Alpha,,2012,1.8,99,гибрид,вариатор,передний,155,1278000,,1,0,0,0,0
7391,Nissan,Bluebird Sylphy,18Vi,2002,1.8,120,бензин,АКПП,передний,250,398000,,1,0,0,0,0
7392,Suzuki,Liana,AT 4WD GLX,2006,1.6,106,бензин,АКПП,4WD,238,428000,,0,0,1,0,0
7393,Toyota,Caldina,UX,1999,1.5,97,бензин,АКПП,передний,150,289000,,1,0,0,0,0
7394,ЗАЗ,Таврия,MT Base,1991,1.1,51,бензин,механика,передний,96,25000,,0,0,0,0,0
7395,Toyota,Corolla Fielder,X 202,2010,1.5,110,бензин,вариатор,передний,133,880000,,0,0,1,0,0
7396,Toyota,Funcargo,X,2000,1.3,88,бензин,АКПП,передний,283,355000,,0,0,1,0,0
7397,Nissan,Teana,,2010,2.5,182,бензин,вариатор,передний,235,820000,,0,0,1,0,0
7398,Toyota,Corolla Fielder,,2017,1.5,103,бензин,вариатор,4WD,119,1000000,,0,1,0,0,0
7399,Toyota,Corolla,touring wagon G touring,2000,1.5,100,бензин,механика,передний,382,268000,,0,0,1,0,0
7400,Лада,2107,MT 21074-40-015 Стандарт,2011,1.6,74,бензин,механика,задний,42,265000,,1,0,0,0,0
7401,Honda,Capa,,2000,1.5,98,бензин,АКПП,передний,270,270000,,0,0,1,0,0
7402,Honda,Fit,G 10th Anniversary,2011,1.3,99,бензин,вариатор,передний,170,630000,,0,0,1,0,0
7403,Toyota,Ractis,G L panorama package,2010,1.5,110,бензин,вариатор,передний,60,795000,,0,0,1,0,0
7404,Nissan,March,rafeet,2002,1.2,90,бензин,АКПП,передний,189,310000,,0,0,1,0,0
7405,Dodge,Challenger,AT SXT,2012,3.6,305,бензин,АКПП,задний,190,1820000,,0,0,0,0,0
7406,Toyota,Premio,F L package,2002,1.5,109,бензин,АКПП,передний,240,475000,,0,1,0,0,0
7407,Mazda,Demio,,2005,1.3,91,бензин,АКПП,передний,250,150000,,0,0,0,1,0
7408,Volkswagen,Touareg,TDI AT Exclusive Atmosphere,2021,3.0,249,дизель,АКПП,4WD,47,7250000,,0,0,1,0,0
7409,Honda,Freed,G aero L package  (7-Seater),2008,1.5,118,бензин,вариатор,передний,188,710000,,0,0,1,0,0
7410,Volkswagen,Passat,TSI Highline,2015,1.4,150,бензин,робот,передний,65,1397000,,0,0,1,0,0
7411,Lexus,LX470,AT,2003,4.7,235,бензин,АКПП,4WD,192,1750000,,0,0,1,0,0
7412,Ford,Focus,PowerShift Trend Sport,2012,1.6,125,бензин,робот,передний,186,540000,,0,1,0,0,0
7413,Porsche,Cayenne,,2015,3.6,300,бензин,АКПП,4WD,142,3500000,,0,1,0,0,0
7414,Nissan,X-Trail,,2010,2.5,169,бензин,вариатор,4WD,173,980000,,0,0,1,0,0
7415,Лада,21099,MT 21099-02 Люкс,1999,1.5,70,бензин,механика,передний,116,198000,,1,0,0,0,0
7416,Nissan,Note,X Aero Style V Selection + Safety,2015,1.2,79,бензин,вариатор,передний,150,655000,,0,0,1,0,0
7417,Nissan,Teana,,2006,2.3,173,бензин,АКПП,передний,193,600000,,0,0,1,0,0
7418,Daihatsu,Mira e:S,,2014,0.7,52,бензин,вариатор,передний,95,380000,,0,1,0,0,0
7419,Mazda,Demio,casual e-4WD,2007,1.5,113,бензин,АКПП,4WD,137,370000,,0,0,1,0,0
7420,Mazda,Axela,15C,2009,1.5,111,бензин,вариатор,передний,169,660000,,0,0,1,0,0
7421,Renault,Fluence,AT Expression,2010,1.6,106,бензин,АКПП,передний,165,555000,,0,0,1,0,0
7422,Toyota,Camry,,2015,3.5,249,бензин,АКПП,передний,180,2050000,,1,0,0,0,0
7423,Toyota,Carina,,2000,1.8,115,бензин,АКПП,передний,360,365000,,1,0,0,0,0
7424,Lexus,RX300,,2003,3.0,204,бензин,АКПП,4WD,342,620000,,0,0,0,0,0
7425,Toyota,Wish,S Monotone,2016,1.8,143,бензин,вариатор,передний,60,1598000,,0,0,1,0,0
7426,Honda,Shuttle,,2017,1.5,110,гибрид,робот,передний,70,1145000,,0,0,1,0,0
7427,Toyota,Mark II,Grande G Four,1993,2.5,180,бензин,АКПП,4WD,222,323000,,0,0,1,0,0
7428,Toyota,Esquire,Hybrid Gi Black-Tailored (7 seater),2016,1.8,99,гибрид,вариатор,передний,107,1780000,,0,0,1,0,0
7429,Hyundai,Solaris,AT Elegance,2014,1.6,123,бензин,АКПП,передний,104,825000,,0,0,1,0,0
7430,Toyota,Premio,X L package premium edition,2004,1.8,132,бензин,АКПП,передний,200,628000,,0,0,1,0,0
7431,Toyota,Ractis,G Smart Stop selection,2012,1.3,95,бензин,вариатор,передний,75,818000,,0,0,1,0,0
7432,Лада,2107,MT5 2107,1994,1.5,71,бензин,механика,задний,743,80000,,0,0,0,1,0
7433,Toyota,Land Cruiser,AT Люкс (5 мест),2013,4.6,309,бензин,АКПП,4WD,136,3600000,,0,0,0,0,0
7434,Hyundai,Terracan,TD MT,2001,2.5,100,дизель,механика,4WD,1,445000,,0,0,0,0,0
7435,Toyota,Corolla,Assista Diesel,2000,2.2,79,дизель,АКПП,передний,200,219000,,0,0,1,0,0
7436,Subaru,Legacy B4,,2000,2.0,260,бензин,АКПП,4WD,300,360000,,0,1,0,0,0
7437,Toyota,Isis,Platana limited,2010,1.8,144,бензин,вариатор,передний,108,920000,,0,1,0,0,0
7438,Toyota,Vitz,B intelligent package,2009,1.0,71,бензин,вариатор,передний,228,495000,,0,0,1,0,0
7439,Toyota,Aqua,S Style Black,2019,1.5,74,гибрид,вариатор,передний,123,1377000,,1,0,0,0,0
7440,Mazda,Mazda6,,2018,2.5,192,бензин,АКПП,передний,98,2300000,,0,0,1,0,0
7441,Subaru,Legacy, AT,2005,2.0,165,бензин,АКПП,4WD,250,400000,,0,0,0,0,0
7442,Toyota,Passo Sette,S C package,2009,1.5,109,бензин,АКПП,передний,258,580000,,0,0,1,0,0
7443,Toyota,Opa,A,2000,1.8,136,бензин,АКПП,передний,270,380000,,0,0,1,0,0
7444,Лада,2114 Самара,MT Базовая,2004,1.5,77,бензин,механика,передний,98,100000,,0,0,0,0,0
7445,Renault,Sandero,AT Drive,2018,1.6,102,бензин,АКПП,передний,10,950000,,0,0,1,0,0
7446,Toyota,Land Cruiser Prado,AT Standard,2012,2.7,163,бензин,АКПП,4WD,235,2440000,,0,0,1,0,0
7447,Mitsubishi,Lancer,AT Comfort+,2005,1.6,98,бензин,АКПП,передний,200,245000,,0,0,0,1,0
7448,Peugeot,308,,2010,1.6,120,бензин,АКПП,передний,130,410000,,0,1,0,0,0
7449,Toyota,Land Cruiser Prado,,1998,2.7,150,бензин,АКПП,4WD,369,920000,,0,0,1,0,0
7450,Honda,Freed+,G Honda Sensing,2019,1.5,129,бензин,вариатор,передний,80,1490000,,0,0,1,0,0
7451,Subaru,XV,-S EyeSight 4WD,2020,2.0,145,гибрид,вариатор,4WD,17,2010000,,0,0,1,0,0
7452,Subaru,Forester,,2021,1.8,177,бензин,вариатор,4WD,34,2950000,,0,0,1,0,0
7453,Toyota,Aqua,G,2017,1.5,74,гибрид,вариатор,передний,92,960000,,0,0,1,0,0
7454,Mazda,Demio,,2001,1.3,83,бензин,АКПП,передний,150,150000,,0,0,0,0,0
7455,Toyota,Prius,S MY COORDE,2013,1.8,99,гибрид,вариатор,передний,122,1195000,,0,0,1,0,0
7456,Nissan,DAYZ,,2014,0.7,49,бензин,вариатор,передний,100,450000,,0,1,0,0,0
7457,Toyota,Camry,AT Prestige,2006,2.4,167,бензин,АКПП,передний,330,780000,,0,0,1,0,0
7458,Hyundai,Tucson,AT 4WD GLS,2006,2.7,175,бензин,АКПП,4WD,185,730000,,0,0,1,0,0
7459,Honda,Fit,13G F 4WD,2019,1.3,100,бензин,вариатор,4WD,87,1210000,,0,0,1,0,0
7460,EXEED,VX,,2022,2.0,249,бензин,робот,4WD,0,4149900,,0,0,0,0,0
7461,EXEED,TXL,,2023,1.6,186,бензин,робот,4WD,0,3445900,,0,0,0,0,0
7462,EXEED,TXL,TGDI DCT AWD Sport Edition,2022,2.0,197,бензин,робот,4WD,0,3496900,,0,0,0,0,0
7463,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7464,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7465,Toyota,Highlander,,2022,3.5,249,бензин,АКПП,4WD,0,6450000,,0,0,0,0,0
7466,Hyundai,Accent,,2022,1.6,123,бензин,автомат,передний,0,1890000,,0,0,0,0,0
7467,Mitsubishi,Outlander,,2022,2.5,184,бензин,автомат,4WD,0,3990000,,0,0,0,0,0
7468,Kia,Sportage,,2023,2.0,150,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7469,Mazda,CX-4,,2022,2.0,158,бензин,АКПП,передний,0,2490000,,0,0,0,0,0
7470,Changan,UNI-K,AT Luxe АWD,2023,2.0,226,бензин,АКПП,4WD,0,3750000,,0,0,0,0,0
7471,Toyota,Land Cruiser,AT 70th Anniversary,2022,3.4,415,бензин,АКПП,4WD,0,12900000,,0,0,0,0,0
7472,Kia,K5,,2022,2.0,150,бензин,АКПП,передний,0,2770000,,0,0,0,0,0
7473,Hyundai,Sonata,MPI AT Prestige,2022,2.5,180,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7474,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7475,Hyundai,Santa Fe,,2022,2.2,199,дизель,робот,4WD,0,4790000,,0,0,0,0,0
7476,Toyota,RAV4,,2022,2.0,171,бензин,автомат,передний,0,3880000,,0,0,0,0,0
7477,Kia,Ceed,,2023,1.6,128,бензин,АКПП,передний,0,2250000,,0,0,0,0,0
7478,Hyundai,Tucson,AT 4WD GLS,2006,2.7,175,бензин,АКПП,4WD,185,730000,,0,0,1,0,0
7479,Honda,Fit,13G F 4WD,2019,1.3,100,бензин,вариатор,4WD,87,1210000,,0,0,1,0,0
7480,EXEED,VX,,2022,2.0,249,бензин,робот,4WD,0,4149900,,0,0,0,0,0
7481,EXEED,TXL,,2023,1.6,186,бензин,робот,4WD,0,3445900,,0,0,0,0,0
7482,EXEED,TXL,TGDI DCT AWD Sport Edition,2022,2.0,197,бензин,робот,4WD,0,3496900,,0,0,0,0,0
7483,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7484,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7485,Toyota,Highlander,,2022,3.5,249,бензин,АКПП,4WD,0,6450000,,0,0,0,0,0
7486,Hyundai,Accent,,2022,1.6,123,бензин,автомат,передний,0,1890000,,0,0,0,0,0
7487,Mitsubishi,Outlander,,2022,2.5,184,бензин,автомат,4WD,0,3990000,,0,0,0,0,0
7488,Kia,Sportage,,2023,2.0,150,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7489,Mazda,CX-4,,2022,2.0,158,бензин,АКПП,передний,0,2490000,,0,0,0,0,0
7490,Changan,UNI-K,AT Luxe АWD,2023,2.0,226,бензин,АКПП,4WD,0,3750000,,0,0,0,0,0
7491,Toyota,Land Cruiser,AT 70th Anniversary,2022,3.4,415,бензин,АКПП,4WD,0,12900000,,0,0,0,0,0
7492,Kia,K5,,2022,2.0,150,бензин,АКПП,передний,0,2770000,,0,0,0,0,0
7493,Hyundai,Sonata,MPI AT Prestige,2022,2.5,180,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7494,Toyota,Avalon,,2022,2.5,209,бензин,автомат,передний,0,3790000,,0,0,0,0,0
7495,Hyundai,Santa Fe,,2022,2.2,199,дизель,робот,4WD,0,4790000,,0,0,0,0,0
7496,Toyota,RAV4,,2022,2.0,171,бензин,автомат,передний,0,3880000,,0,0,0,0,0
7497,Kia,Ceed,,2023,1.6,128,бензин,АКПП,передний,0,2250000,,0,0,0,0,0
7498,Lexus,RX300, AT AWD Premium,2022,2.0,238,бензин,АКПП,4WD,0,6990000,,0,0,0,0,0
7499,Hyundai,Santa Fe,,2023,2.5,180,бензин,АКПП,4WD,0,4600000,,0,0,0,0,0
7500,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,4WD,0,3150000,,0,0,0,0,0
7501,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7502,Hyundai,Palisade,,2023,3.5,249,бензин,АКПП,4WD,0,6990000,,0,0,0,0,0
7503,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,передний,0,2990000,,0,0,0,0,0
7504,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,передний,0,3200000,,0,0,0,0,0
7505,Lexus,LX600,AT Luxury+,2022,3.4,415,бензин,АКПП,4WD,0,16990000,,0,0,0,0,0
7506,Hyundai,Tucson,,2023,2.5,190,бензин,АКПП,4WD,0,3320000,,0,0,0,0,0
7507,Hyundai,Sonata,,2023,2.0,150,бензин,АКПП,передний,0,3200000,,0,0,0,0,0
7508,Ford,Focus,MT Trend,2013,1.6,105,бензин,механика,передний,171,660000,,0,0,1,0,0
7509,Hyundai,Santa Fe,,2017,2.2,200,дизель,АКПП,4WD,130,1950000,,0,0,1,0,0
7510,Лада,2114 Самара,MT Базовая,2006,1.5,77,бензин,механика,передний,122,145000,,0,0,1,0,0
7511,Ford,Fusion,,2007,1.4,80,бензин,механика,передний,157,377000,,0,0,1,0,0
7512,Mazda,CX-5,,2014,2.0,150,бензин,АКПП,4WD,121,1550000,,0,0,1,0,0
7513,Porsche,Cayenne,,2012,4.8,400,бензин,АКПП,4WD,124,2211000,,0,1,0,0,0
7514,Lexus,NX200,,2016,2.0,150,бензин,вариатор,4WD,120,2599000,,0,0,1,0,0
7515,Nissan,Juke,,2011,1.6,190,бензин,вариатор,4WD,127,855000,,0,0,1,0,0
7516,Nissan,X-Trail,,2018,2.5,171,бензин,вариатор,4WD,71,2085000,,0,0,1,0,0
7517,Kia,Optima,,2019,2.4,188,бензин,АКПП,передний,52,2255000,,0,0,1,0,0
7518,Honda,CR-V,,2017,2.0,150,бензин,автомат,4WD,83,2350000,,0,0,0,0,0
7519,Volkswagen,Touareg,TSI AT Exclusive,2019,2.0,249,бензин,АКПП,4WD,14,5900000,,0,0,1,0,0
7520,Лада,Гранта,,2019,1.6,87,бензин,механика,передний,32,655000,,0,0,1,0,0
7521,Chevrolet,Niva,,2018,1.7,80,бензин,механика,4WD,60,717000,,0,0,1,0,0
7522,Лада,Веста,,2021,1.6,106,бензин,механика,передний,13,1090000,,0,1,0,0,0
7523,Honda,CR-V,,1995,2.0,128,бензин,автомат,4WD,418,440000,,0,0,0,0,0
7524,Toyota,Sprinter Carib,Rosso,1998,1.6,110,бензин,АКПП,4WD,200,319000,,0,0,1,0,0
7525,Mitsubishi,Lancer Cedia,MX-S,2000,1.5,100,бензин,вариатор,передний,200,289000,,1,0,0,0,0
7526,Renault,Kaptur,,2016,2.0,143,бензин,АКПП,4WD,92,1370000,,0,0,1,0,0
7527,Volkswagen,Beetle,,2014,1.4,160,бензин,робот,передний,121,1330000,,0,0,1,0,0
7528,Skoda,Yeti,,2012,1.2,105,бензин,робот,передний,117,670000,,0,1,0,0,0
7529,Toyota,Camry,,2013,2.5,181,бензин,АКПП,передний,189,1300000,,0,0,1,0,0
7530,Toyota,Mark X,,2017,2.5,203,бензин,АКПП,задний,93,1500000,,0,1,0,0,0
7531,Hyundai,Santa Fe,,2018,2.0,235,бензин,АКПП,передний,58,2450000,,0,1,0,0,0
7532,Toyota,RAV4,,2021,2.0,149,бензин,вариатор,4WD,24,3380000,,0,0,1,0,0
7533,Audi,A7,,2016,3.0,333,бензин,робот,4WD,80,2800000,,0,0,1,0,0
7534,Toyota,Land Cruiser,,2013,4.5,235,дизель,АКПП,4WD,135,3500000,,0,0,1,0,0
7535,Toyota,Camry,AT GR Sport,2021,2.5,200,бензин,АКПП,передний,12,3120000,,0,0,1,0,0
7536,BMW,X5,,2015,3.0,306,бензин,АКПП,4WD,102,2680000,,0,1,0,0,0
7537,Hyundai,Santa Fe,,2021,2.2,199,дизель,робот,4WD,32,3480000,,0,1,0,0,0
7538,BMW,X5,,2010,3.0,306,бензин,АКПП,4WD,215,1400000,,0,1,0,0,0
7539,Kia,Soul,AT Prestige,2019,2.0,150,бензин,АКПП,передний,21,1825000,,0,0,1,0,0
7540,Toyota,Land Cruiser,TD AT Executive,2018,4.5,249,дизель,АКПП,4WD,96,6705001,,0,0,1,0,0
7541,Kia,Sportage,,2017,2.0,150,бензин,АКПП,передний,87,1720000,,0,0,1,0,0
7542,Chery,Tiggo 4,,2020,2.0,122,бензин,вариатор,передний,47,1570000,,0,0,1,0,0
7543,Toyota,Camry,AT Люкс Safety,2021,2.5,200,бензин,АКПП,передний,19,3450000,,0,0,1,0,0
7544,Hyundai,Creta,AT 2WD Active,2020,1.6,123,бензин,АКПП,передний,52,1620000,,0,0,1,0,0
7545,Toyota,Camry,,2023,2.5,209,бензин,автомат,передний,0,4150000,,0,0,0,0,0
7546,Hyundai,Santa Fe,CRDi DCT 4WD High-Tech 7 мест,2022,2.2,199,дизель,робот,4WD,0,4900000,4600000.0,0,0,0,0,1
7547,Hyundai,Tucson,CRDi AT 4WD Lifestyle,2022,2.0,186,дизель,АКПП,4WD,0,3242000,3192000.0,0,0,0,0,1
7548,Toyota,Corolla Fielder,,2000,1.5,110,бензин,АКПП,передний,329,630000,,1,0,0,0,0
7549,Toyota,Duet,,2002,1.0,64,бензин,АКПП,передний,215,245000,,0,0,1,0,0
7550,Subaru,Outback,,2001,3.0,209,бензин,АКПП,4WD,250,295000,,0,0,0,0,0
7551,Toyota,Corolla Verso,MT,2002,1.6,110,бензин,механика,передний,336,499000,,0,0,0,0,0
7552,Toyota,Noah,X 4WD (8 Seater),2018,2.0,152,бензин,вариатор,4WD,125,1899000,,0,0,1,0,0
7553,Nissan,Serena,20X V Selection+Safety Advanced Safety Package 4WD,2016,2.0,144,бензин,вариатор,4WD,134,1498000,,0,0,1,0,0
7554,Chery,Tiggo 4 Pro,T CVT Travel,2023,1.5,147,бензин,вариатор,передний,0,2299900,2039900.0,0,0,0,0,1
7555,Chery,Tiggo 8 Pro Max, DCT AWD Ultimate,2023,2.0,197,бензин,робот,4WD,0,3719900,3359900.0,0,0,0,0,1
7556,Chery,Tiggo 8 Pro,DCT Ultimate,2023,1.6,186,бензин,робот,передний,0,3065900,2735900.0,0,0,0,0,1
7557,Chery,Tiggo 7 Pro Max,CVT Prestige,2023,1.5,147,бензин,вариатор,передний,0,2639900,2344900.0,0,0,0,0,1
7558,Honda,Stream,,2002,1.7,130,бензин,АКПП,передний,325,425000,,0,0,1,0,0
7559,Toyota,Corolla,MT Комфорт,2007,1.4,97,бензин,механика,передний,315,630000,,0,0,1,0,0
7560,Mazda,Mazda6,,2022,2.0,158,бензин,автомат,передний,0,2590000,,0,0,0,0,0
7561,Toyota,RAV4,,2023,2.0,171,бензин,автомат,4WD,0,3999614,,0,0,0,0,0
7562,Hyundai,Creta,,2022,1.6,123,бензин,АКПП,передний,0,2139000,2089000.0,0,0,0,0,1
7563,Lexus,LX600,AT Luxury 7S,2023,3.4,415,бензин,АКПП,4WD,1,18200000,,0,0,1,0,0
7564,Toyota,Corolla,X limited,2002,1.3,87,бензин,АКПП,передний,293,295000,,0,0,0,0,0
7565,Lexus,LX600,AT Executive,2023,3.4,415,бензин,АКПП,4WD,0,15800000,,0,0,0,0,0
7566,Mitsubishi,L200,TD MT Invite+,2007,2.5,136,дизель,механика,4WD,260,1015000,,0,0,1,0,0
7567,Toyota,RAV4,AT 4WD Style,2020,2.5,199,бензин,АКПП,4WD,41,3670000,,0,0,1,0,0
7568,УАЗ,Патриот,,2023,2.7,150,бензин,механика,4WD,0,1650000,,0,0,0,0,0
7569,УАЗ,Патриот,MT Base ИКАР,2023,2.7,150,бензин,механика,4WD,0,1570000,1256000.0,0,0,0,0,1
7570,Haval,Jolion,DCT Elite,2023,1.5,143,бензин,робот,передний,0,2219000,1969000.0,0,0,0,0,1
7571,Haval,H9,AT Premium,2022,2.0,218,бензин,АКПП,4WD,0,4299000,4049000.0,0,0,0,0,1
7572,Haval,F7x,SAT 4WD Tech Plus,2023,2.0,190,бензин,робот,4WD,0,3299000,3049000.0,0,0,0,0,1
7573,Haval,F7,,2023,2.0,190,бензин,робот,4WD,0,2799000,2549000.0,0,0,0,0,1
7574,Лада,Гранта Кросс,AMT Luxe,2019,1.6,106,бензин,робот,передний,31,770000,,0,0,1,0,0
7575,Renault,Sandero,,2012,1.6,84,бензин,механика,передний,136,420000,,0,1,0,0,0
7576,Hyundai,Grand Santa Fe,AT 4WD Style,2015,3.3,249,бензин,АКПП,4WD,159,1660000,,0,0,0,0,0
7577,УАЗ,Патриот,,2015,2.7,128,бензин,механика,4WD,81,770000,,0,0,1,0,0
7578,Chevrolet,Spark,,2013,1.0,67,бензин,автомат,передний,80,620000,,0,0,0,0,0
7579,Toyota,Aqua,,2017,1.5,74,гибрид,вариатор,передний,116,960000,,0,0,1,0,0
7580,Лада,Х-рей,,2019,1.8,122,бензин,робот,передний,52,880000,,0,0,1,0,0
7581,Skoda,Rapid,,2018,1.6,90,бензин,механика,передний,50,1000000,,0,0,1,0,0
7582,Suzuki,Swift,,2013,1.2,91,бензин,вариатор,передний,184,700000,,0,0,1,0,0
7583,Ford,Kuga,,2017,1.5,150,бензин,АКПП,4WD,142,1500000,,0,0,1,0,0
7584,Skoda,Octavia,,2019,1.6,110,бензин,АКПП,передний,36,1850000,,0,0,1,0,0
7585,Renault,Clio,AT Expression,2004,1.4,98,бензин,АКПП,передний,140,199000,,0,0,0,0,0
7586,Honda,Civic Ferio,ML,1995,1.5,91,бензин,АКПП,передний,220,70000,,0,0,0,0,0
7587,Nissan,Bluebird Sylphy,18Vi,2000,1.8,120,бензин,АКПП,передний,358,335000,,0,0,1,0,0
7588,Kia,Sorento,,2016,2.2,200,дизель,автомат,передний,86,2075000,,0,0,0,0,0
7589,Kia,Sorento,,2017,2.0,240,бензин,АКПП,передний,100,2120000,,0,1,0,0,0
7590,Hyundai,Starex,CRDI AT 4WD Base (7 seats),2005,2.5,145,дизель,АКПП,4WD,310,990000,,0,0,0,0,0
7591,Hyundai,Solaris,AT Comfort,2016,1.4,107,бензин,АКПП,передний,86,850000,,0,0,1,0,0
7592,Renault,Sandero Stepway,CVT Life City,2022,1.6,113,бензин,вариатор,передний,0,1635000,1535000.0,0,0,0,0,1
7593,Renault,Logan Stepway,CVT Life City,2022,1.6,113,бензин,вариатор,передний,0,1532000,1432000.0,0,0,0,0,1
7594,Renault,Arkana,CVT 4x2 Drive,2022,1.6,114,бензин,вариатор,передний,0,2080000,1980000.0,0,0,0,0,1
7595,Toyota,RAV4,,2022,2.0,171,бензин,автомат,передний,0,3290000,,0,0,0,0,0
7596,Hyundai,Sonata,,2023,2.0,150,бензин,АКПП,передний,0,2800000,,0,0,0,0,0
7597,Haval,Dargo,,2022,2.0,192,бензин,робот,4WD,0,3100000,,0,0,0,0,0
7598,Haval,F7x,SAT 4WD Premium,2022,2.0,190,бензин,робот,4WD,0,2700000,,0,0,0,0,0
7599,Hyundai,Palisade,,2023,3.5,249,бензин,АКПП,4WD,0,6990000,,0,0,0,0,0
7600,BMW,5-Series,,2022,2.0,249,бензин,АКПП,4WD,0,7590000,,0,0,0,0,0
7601,Toyota,Land Cruiser,AT 70th Anniversary,2022,3.4,415,бензин,АКПП,4WD,0,12990000,,0,0,0,0,0
7602,Kia,Sorento,,2023,2.5,179,бензин,автомат,4WD,0,3850000,,0,0,0,0,0
7603,Toyota,Camry,,2022,2.5,209,бензин,автомат,передний,0,4090000,,0,0,0,0,0
7604,Hyundai,Santa Fe,,2022,2.5,180,бензин,АКПП,4WD,0,4250000,,0,0,0,0,0
7605,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,4WD,0,3250000,,0,0,0,0,0
7606,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,4WD,0,3250000,,0,0,0,0,0
7607,Toyota,Land Cruiser,,2022,3.4,415,бензин,АКПП,4WD,0,10500000,,0,0,0,0,0
7608,Hyundai,Tucson,,2022,2.5,190,бензин,АКПП,4WD,0,3450000,,0,0,0,0,0
7609,Nissan,Sentra,,2015,1.6,117,бензин,вариатор,передний,205,800000,,0,0,1,0,0
7610,Toyota,RAV4,,2013,2.0,146,бензин,вариатор,передний,184,1680000,,0,0,1,0,0
7611,Toyota,Corolla Spacio,X G edition,2004,1.5,109,бензин,АКПП,передний,240,635000,,0,0,1,0,0
7612,Honda,Avancier,L,1999,2.3,150,бензин,АКПП,передний,190,450000,,0,0,1,0,0
7613,Mazda,Mazda3,,2011,1.6,105,бензин,АКПП,передний,142,690000,,0,1,0,0,0
7614,Hyundai,Tucson,,2023,2.0,150,бензин,АКПП,4WD,0,3150000,,0,0,0,0,0
7615,Hyundai,Santa Fe,,2023,2.5,180,бензин,АКПП,4WD,0,4290000,,0,0,0,0,0
7616,Kia,Soul,AT Prestige,2022,1.6,123,бензин,АКПП,передний,0,2250000,,0,0,0,0,0
7617,EXEED,VX,,2023,2.0,249,бензин,робот,4WD,0,4123000,,0,0,0,0,0
7618,EXEED,VX,,2023,2.0,249,бензин,робот,4WD,0,4123900,,0,0,0,0,0
7619,EXEED,VX,,2023,2.0,249,бензин,робот,4WD,0,4647900,,0,0,0,0,0
7620,EXEED,TXL,TGDI DCT AWD Sport Edition,2023,2.0,197,бензин,робот,4WD,0,3649900,,0,0,0,0,0
7621,EXEED,TXL,,2023,1.6,186,бензин,робот,4WD,0,3525000,,0,0,0,0,0
7622,EXEED,LX,,2023,1.5,147,бензин,вариатор,передний,0,2549000,,0,0,0,0,0
7623,Mitsubishi,Outlander,CVT Ultimate,2011,2.4,170,бензин,вариатор,4WD,199,1149000,,0,0,1,0,0
7624,Nissan,Bluebird Sylphy,18Vi G package,2000,1.8,120,бензин,АКПП,передний,257,335000,,0,0,1,0,0
7625,Toyota,Carina,SE extra,1994,1.8,125,бензин,АКПП,передний,350,265000,,1,0,0,0,0
7626,Hyundai,Tucson,AT 4WD Prestige,2023,2.0,150,бензин,АКПП,4WD,1,3190000,,0,0,1,0,0
7627,Subaru,Legacy,touring wagon Brighton S,2000,2.0,137,бензин,АКПП,4WD,280,349000,,0,0,1,0,0
7628,Toyota,Corolla,XE saloon,1998,1.5,100,бензин,АКПП,передний,335,200000,,0,0,1,0,0
7629,Toyota,Highlander,,2022,2.5,248,гибрид,автомат,4WD,0,5400000,,0,0,0,0,0
